Transmitance	
Time	25/07/2024 14:25:50	25/07/2024 14:26:11	25/07/2024 14:26:44	25/07/2024 14:27:27	25/07/2024 14:27:55	25/07/2024 14:28:25	25/07/2024 14:28:52	25/07/2024 14:29:17	25/07/2024 14:29:46	25/07/2024 14:30:06	25/07/2024 14:30:46	25/07/2024 14:31:14	25/07/2024 14:31:34	25/07/2024 14:31:53	25/07/2024 14:32:17	
Name																
GPS	55° 51.7070' N  -3° 371.9458' W	55° 51.7071' N  -3° 371.9502' W	55° 51.7105' N  -3° 371.9548' W	55° 51.7089' N  -3° 371.9486' W	55° 51.7101' N  -3° 371.9537' W	55° 51.7094' N  -3° 371.9506' W	55° 51.7083' N  -3° 371.9490' W	55° 51.7122' N  -3° 371.9517' W	55° 51.7095' N  -3° 371.9483' W	55° 51.7094' N  -3° 371.9496' W	55° 51.7121' N  -3° 371.9546' W	55° 51.7121' N  -3° 371.9546' W	55° 51.7121' N  -3° 371.9546' W	55° 51.7143' N  -3° 371.9564' W	55° 51.7143' N  -3° 371.9564' W	
[nm]	
437.3	1.775568E-004	1.775568E-004	3.551136E-004	3.551136E-004	3.551136E-004	1.775568E-004	3.551136E-004	1.775568E-004	0.000000E+000	1.775568E-004	3.551136E-004	1.775568E-004	1.775568E-004	3.551136E-004	1.775568E-004
439.2	1.698658E-004	1.698658E-004	1.698658E-004	3.397316E-004	1.698658E-004	1.698658E-004	3.397316E-004	3.397316E-004	1.698658E-004	0.000000E+000	3.397316E-004	1.698658E-004	0.000000E+000	3.397316E-004	1.698658E-004
441.1	3.263708E-004	3.263708E-004	1.631854E-004	1.631854E-004	1.631854E-004	1.631854E-004	3.263708E-004	3.263708E-004	3.263708E-004	1.631854E-004	3.263708E-004	1.631854E-004	1.631854E-004	1.631854E-004	0.000000E+000
443	1.572327E-004	1.572327E-004	3.144654E-004	1.572327E-004	1.572327E-004	1.572327E-004	3.144654E-004	3.144654E-004	0.000000E+000	1.572327E-004	3.144654E-004	1.572327E-004	0.000000E+000	1.572327E-004	1.572327E-004
444.9	1.526252E-004	1.526252E-004	3.052503E-004	1.526252E-004	1.526252E-004	1.526252E-004	3.052503E-004	1.526252E-004	1.526252E-004	3.052503E-004	1.526252E-004	1.526252E-004	3.052503E-004	1.526252E-004	3.052503E-004
446.7	1.467782E-004	1.467782E-004	1.467782E-004	2.935564E-004	2.935564E-004	2.935564E-004	2.935564E-004	4.403347E-004	2.935564E-004	1.467782E-004	1.467782E-004	2.935564E-004	0.000000E+000	1.467782E-004	1.467782E-004
448.6	1.416631E-004	1.416631E-004	1.416631E-004	2.833263E-004	1.416631E-004	1.416631E-004	2.833263E-004	2.833263E-004	1.416631E-004	1.416631E-004	2.833263E-004	2.833263E-004	1.416631E-004	0.000000E+000	1.416631E-004
450.5	2.734856E-004	1.367428E-004	2.734856E-004	4.102284E-004	2.734856E-004	2.734856E-004	2.734856E-004	2.734856E-004	1.367428E-004	1.367428E-004	1.367428E-004	2.734856E-004	1.367428E-004	1.367428E-004	1.367428E-004
452.4	1.324854E-004	1.324854E-004	3.974563E-004	3.974563E-004	2.649709E-004	1.324854E-004	2.649709E-004	1.324854E-004	1.324854E-004	1.324854E-004	1.324854E-004	2.649709E-004	1.324854E-004	1.324854E-004	1.324854E-004
454.3	1.277792E-004	1.277792E-004	2.555584E-004	2.555584E-004	2.555584E-004	2.555584E-004	2.555584E-004	3.833376E-004	2.555584E-004	2.555584E-004	1.277792E-004	1.277792E-004	2.555584E-004	1.277792E-004	1.277792E-004
456.2	2.471882E-004	1.235941E-004	2.471882E-004	2.471882E-004	2.471882E-004	2.471882E-004	2.471882E-004	3.707824E-004	2.471882E-004	2.471882E-004	2.471882E-004	1.235941E-004	1.235941E-004	1.235941E-004	1.235941E-004
458	2.382654E-004	2.382654E-004	1.191327E-004	4.765309E-004	3.573981E-004	2.382654E-004	2.382654E-004	3.573981E-004	2.382654E-004	1.191327E-004	2.382654E-004	1.191327E-004	1.191327E-004	1.191327E-004	1.191327E-004
459.9	1.147974E-004	1.147974E-004	2.295948E-004	2.295948E-004	2.295948E-004	2.295948E-004	3.443921E-004	3.443921E-004	2.295948E-004	2.295948E-004	1.147974E-004	1.147974E-004	1.147974E-004	2.295948E-004	1.147974E-004
461.8	1.111358E-004	1.111358E-004	3.334074E-004	4.445432E-004	2.222716E-004	1.111358E-004	3.334074E-004	3.334074E-004	2.222716E-004	1.111358E-004	2.222716E-004	2.222716E-004	2.222716E-004	0.000000E+000	2.222716E-004
463.7	1.074460E-004	1.074460E-004	2.148920E-004	3.223380E-004	3.223380E-004	2.148920E-004	2.148920E-004	2.148920E-004	2.148920E-004	2.148920E-004	1.074460E-004	2.148920E-004	1.074460E-004	1.074460E-004	1.074460E-004
465.6	1.042209E-004	2.084419E-004	3.126628E-004	3.126628E-004	3.126628E-004	2.084419E-004	3.126628E-004	3.126628E-004	3.126628E-004	2.084419E-004	3.126628E-004	2.084419E-004	1.042209E-004	1.042209E-004	1.042209E-004
467.4	2.020814E-004	1.010407E-004	4.041629E-004	4.041629E-004	3.031222E-004	1.010407E-004	3.031222E-004	3.031222E-004	2.020814E-004	2.020814E-004	3.031222E-004	2.020814E-004	1.010407E-004	2.020814E-004	1.010407E-004
469.3	1.962709E-004	1.962709E-004	2.944063E-004	3.925417E-004	2.944063E-004	1.962709E-004	2.944063E-004	1.962709E-004	2.944063E-004	1.962709E-004	1.962709E-004	1.962709E-004	9.813543E-005	1.962709E-004	9.813543E-005
471.2	1.909855E-004	1.909855E-004	2.864782E-004	2.864782E-004	3.819710E-004	1.909855E-004	2.864782E-004	2.864782E-004	2.864782E-004	1.909855E-004	1.909855E-004	1.909855E-004	2.864782E-004	1.909855E-004	9.549274E-005
473.1	1.864976E-004	1.864976E-004	3.729952E-004	3.729952E-004	1.864976E-004	1.864976E-004	2.797464E-004	1.864976E-004	1.864976E-004	1.864976E-004	9.324879E-005	1.864976E-004	1.864976E-004	1.864976E-004	1.864976E-004
475	2.737476E-004	9.124920E-005	3.649968E-004	3.649968E-004	2.737476E-004	1.824984E-004	2.737476E-004	3.649968E-004	1.824984E-004	1.824984E-004	1.824984E-004	1.824984E-004	1.824984E-004	1.824984E-004	1.824984E-004
476.8	1.789869E-004	1.789869E-004	2.684804E-004	2.684804E-004	2.684804E-004	2.684804E-004	2.684804E-004	2.684804E-004	1.789869E-004	1.789869E-004	2.684804E-004	1.789869E-004	1.789869E-004	1.789869E-004	8.949347E-005
478.7	1.746420E-004	1.746420E-004	3.492840E-004	3.492840E-004	3.492840E-004	1.746420E-004	2.619630E-004	3.492840E-004	1.746420E-004	1.746420E-004	2.619630E-004	1.746420E-004	1.746420E-004	8.732099E-005	8.732099E-005
480.6	2.566955E-004	1.711303E-004	2.566955E-004	4.278258E-004	2.566955E-004	2.566955E-004	2.566955E-004	3.422606E-004	8.556516E-005	1.711303E-004	2.566955E-004	2.566955E-004	1.711303E-004	8.556516E-005	1.711303E-004
482.5	2.515091E-004	2.515091E-004	2.515091E-004	2.515091E-004	2.515091E-004	1.676727E-004	2.515091E-004	3.353454E-004	1.676727E-004	1.676727E-004	1.676727E-004	1.676727E-004	1.676727E-004	2.515091E-004	2.515091E-004
484.3	1.640824E-004	1.640824E-004	2.461236E-004	3.281647E-004	2.461236E-004	2.461236E-004	2.461236E-004	3.281647E-004	2.461236E-004	1.640824E-004	1.640824E-004	1.640824E-004	1.640824E-004	8.204118E-005	1.640824E-004
486.2	2.410607E-004	1.607071E-004	2.410607E-004	3.214142E-004	2.410607E-004	2.410607E-004	2.410607E-004	3.214142E-004	2.410607E-004	2.410607E-004	1.607071E-004	1.607071E-004	2.410607E-004	1.607071E-004	1.607071E-004
488.1	1.577163E-004	1.577163E-004	3.154325E-004	3.942907E-004	2.365744E-004	7.885813E-005	2.365744E-004	2.365744E-004	2.365744E-004	2.365744E-004	1.577163E-004	1.577163E-004	1.577163E-004	1.577163E-004	1.577163E-004
490	2.319827E-004	1.546551E-004	3.093102E-004	3.093102E-004	2.319827E-004	2.319827E-004	2.319827E-004	3.093102E-004	2.319827E-004	3.093102E-004	1.546551E-004	2.319827E-004	1.546551E-004	7.732756E-005	1.546551E-004
491.8	2.276867E-004	1.517911E-004	3.035823E-004	3.035823E-004	2.276867E-004	2.276867E-004	3.035823E-004	3.035823E-004	1.517911E-004	1.517911E-004	2.276867E-004	2.276867E-004	1.517911E-004	7.589557E-005	1.517911E-004
493.7	2.243829E-004	1.495886E-004	2.243829E-004	2.991773E-004	2.991773E-004	2.243829E-004	2.243829E-004	2.243829E-004	1.495886E-004	2.243829E-004	2.243829E-004	2.243829E-004	1.495886E-004	1.495886E-004	1.495886E-004
495.6	1.468860E-004	2.937720E-004	2.937720E-004	3.672150E-004	2.937720E-004	2.203290E-004	2.937720E-004	2.203290E-004	1.468860E-004	2.203290E-004	1.468860E-004	2.203290E-004	1.468860E-004	1.468860E-004	1.468860E-004
497.5	2.173126E-004	2.173126E-004	2.897501E-004	3.621876E-004	2.897501E-004	2.173126E-004	2.897501E-004	3.621876E-004	1.448750E-004	2.173126E-004	2.173126E-004	2.173126E-004	1.448750E-004	1.448750E-004	2.173126E-004
499.3	2.838490E-004	2.128867E-004	3.548112E-004	3.548112E-004	2.838490E-004	2.128867E-004	2.838490E-004	2.838490E-004	2.838490E-004	2.128867E-004	2.128867E-004	2.128867E-004	1.419245E-004	1.419245E-004	2.128867E-004
501.2	2.800728E-004	2.800728E-004	3.500910E-004	3.500910E-004	3.500910E-004	2.100546E-004	2.800728E-004	2.800728E-004	2.100546E-004	2.100546E-004	1.400364E-004	2.100546E-004	1.400364E-004	7.001820E-005	1.400364E-004
503.1	2.066685E-004	2.755580E-004	3.444475E-004	4.133370E-004	3.444475E-004	2.066685E-004	2.755580E-004	2.755580E-004	2.066685E-004	2.066685E-004	2.755580E-004	2.066685E-004	1.377790E-004	1.377790E-004	1.377790E-004
504.9	2.035278E-004	2.035278E-004	3.392130E-004	4.070556E-004	4.070556E-004	2.713704E-004	2.713704E-004	2.713704E-004	2.713704E-004	2.035278E-004	2.035278E-004	2.035278E-004	2.035278E-004	1.356852E-004	1.356852E-004
506.8	2.663471E-004	1.997603E-004	3.995206E-004	3.329338E-004	3.329338E-004	1.997603E-004	2.663471E-004	3.995206E-004	1.997603E-004	2.663471E-004	1.997603E-004	3.329338E-004	2.663471E-004	1.331735E-004	1.331735E-004
