"","ID","week","date","time","nm","refl","rep","treatment","sensor","device"
"3614","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",378.7,0,15,"f","df","VIS"
"3615","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",380.6,0,15,"f","df","VIS"
"3616","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",382.5,0,15,"f","df","VIS"
"3617","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",384.4,0,15,"f","df","VIS"
"3618","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",386.3,0,15,"f","df","VIS"
"3619","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",388.2,0,15,"f","df","VIS"
"3620","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",390.1,0,15,"f","df","VIS"
"3621","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",392,0,15,"f","df","VIS"
"3622","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",393.9,0,15,"f","df","VIS"
"3623","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",395.7,0,15,"f","df","VIS"
"3624","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",397.6,0,15,"f","df","VIS"
"3625","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",399.5,0,15,"f","df","VIS"
"3626","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",401.4,0,15,"f","df","VIS"
"3627","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",403.3,0,15,"f","df","VIS"
"3628","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",405.2,0,15,"f","df","VIS"
"3629","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",407.1,0.006622517,15,"f","df","VIS"
"3630","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",409,0.005050505,15,"f","df","VIS"
"3631","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",410.9,0.004016064,15,"f","df","VIS"
"3632","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",412.8,0.003076923,15,"f","df","VIS"
"3633","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",414.7,0,15,"f","df","VIS"
"3634","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",416.5,0.001508296,15,"f","df","VIS"
"3635","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",418.4,0,15,"f","df","VIS"
"3636","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",420.3,0.0007168459,15,"f","df","VIS"
"3637","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",422.2,0.0005417118,15,"f","df","VIS"
"3638","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",424.1,0.0004205214,15,"f","df","VIS"
"3639","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",426,0.0003459011,15,"f","df","VIS"
"3640","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",427.9,0,15,"f","df","VIS"
"3641","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",429.8,0.0002704164,15,"f","df","VIS"
"3642","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",431.6,0.0002431907,15,"f","df","VIS"
"3643","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",433.5,0.000224165,15,"f","df","VIS"
"3644","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",435.4,0,15,"f","df","VIS"
"3645","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",437.3,0.0001971998,15,"f","df","VIS"
"3646","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",439.2,0.0001865672,15,"f","df","VIS"
"3647","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",441.1,0.0001780627,15,"f","df","VIS"
"3648","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",443,0.0001692907,15,"f","df","VIS"
"3649","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",444.9,0.0001620746,15,"f","df","VIS"
"3650","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",446.7,0.000155376,15,"f","df","VIS"
"3651","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",448.6,0.0001492315,15,"f","df","VIS"
"3652","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",450.5,0.0001433075,15,"f","df","VIS"
"3653","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",452.4,0.0002763958,15,"f","df","VIS"
"3654","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",454.3,0.0002654985,15,"f","df","VIS"
"3655","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",456.2,0.0002558199,15,"f","df","VIS"
"3656","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",458,0.0002462751,15,"f","df","VIS"
"3657","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",459.9,0.0002382087,15,"f","df","VIS"
"3658","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",461.8,0.0002298586,15,"f","df","VIS"
"3659","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",463.7,0.0002219756,15,"f","df","VIS"
"3660","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",465.6,0.0003222688,15,"f","df","VIS"
"3661","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",467.4,0.000207857,15,"f","df","VIS"
"3662","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",469.3,0.0003023279,15,"f","df","VIS"
"3663","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",471.2,0.0002939735,15,"f","df","VIS"
"3664","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",473.1,0.0002862869,15,"f","df","VIS"
"3665","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",475,0.0002787327,15,"f","df","VIS"
"3666","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",476.8,0.0002720842,15,"f","df","VIS"
"3667","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",478.7,0.0001767097,15,"f","df","VIS"
"3668","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",480.6,0.0002598077,15,"f","df","VIS"
"3669","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",482.5,0.000253936,15,"f","df","VIS"
"3670","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",484.3,0.0001659613,15,"f","df","VIS"
"3671","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",486.2,0.0001625091,15,"f","df","VIS"
"3672","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",488.1,0.0002391582,15,"f","df","VIS"
"3673","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",490,0.0002349624,15,"f","df","VIS"
"3674","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",491.8,0.0002309469,15,"f","df","VIS"
"3675","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",493.7,0.0002272555,15,"f","df","VIS"
"3676","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",495.6,0.0002234637,15,"f","df","VIS"
"3677","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",497.5,0.0002199736,15,"f","df","VIS"
"3678","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",499.3,0.0002888087,15,"f","df","VIS"
"3679","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",501.2,0.0002132348,15,"f","df","VIS"
"3680","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",503.1,0.0002092488,15,"f","df","VIS"
"3681","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",504.9,0.0002054232,15,"f","df","VIS"
"3682","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",506.8,0.0002688533,15,"f","df","VIS"
"3683","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",508.7,0.0001974464,15,"f","df","VIS"
"3684","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",510.5,0.0002578981,15,"f","df","VIS"
"3685","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",512.4,0.0002517148,15,"f","df","VIS"
"3686","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",514.3,0.0002462296,15,"f","df","VIS"
"3687","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",516.1,0.0003626035,15,"f","df","VIS"
"3688","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",518,0.0003562734,15,"f","df","VIS"
"3689","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",519.9,0.0002913413,15,"f","df","VIS"
"3690","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",521.7,0.0002861558,15,"f","df","VIS"
"3691","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",523.6,0.0003360215,15,"f","df","VIS"
"3692","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",525.5,0.0003843831,15,"f","df","VIS"
"3693","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",527.3,0.0003734329,15,"f","df","VIS"
"3694","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",529.2,0.000355673,15,"f","df","VIS"
"3695","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",531.1,0.0003176908,15,"f","df","VIS"
"3696","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",532.9,0.0002931692,15,"f","df","VIS"
"3697","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",534.8,0.000196623,15,"f","df","VIS"
"3698","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",536.6,0.0007028504,15,"f","df","VIS"
"3699","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",538.5,0.0005789969,15,"f","df","VIS"
"3700","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",540.4,0.0004106776,15,"f","df","VIS"
"3701","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",542.2,0.0003338279,15,"f","df","VIS"
"3702","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",544.1,0.0002220851,15,"f","df","VIS"
"3703","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",545.9,0.0007293946,15,"f","df","VIS"
"3704","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",547.8,0.0004801793,15,"f","df","VIS"
"3705","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",549.6,0.0004377219,15,"f","df","VIS"
"3706","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",551.5,0.0003332593,15,"f","df","VIS"
"3707","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",553.3,0.0002236581,15,"f","df","VIS"
"3708","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",555.2,0.0007866445,15,"f","df","VIS"
"3709","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",557.1,0.0003846483,15,"f","df","VIS"
"3710","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",558.9,0.0005256518,15,"f","df","VIS"
"3711","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",560.8,0.0003306392,15,"f","df","VIS"
"3712","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",562.6,0.0002228992,15,"f","df","VIS"
"3713","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",564.5,0.0007302602,15,"f","df","VIS"
"3714","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",566.3,0.0003857859,15,"f","df","VIS"
"3715","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",568.2,0.0004639414,15,"f","df","VIS"
"3716","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",570,0.0002843939,15,"f","df","VIS"
"3717","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",571.9,0.0001707734,15,"f","df","VIS"
"3718","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",573.7,0.0006327398,15,"f","df","VIS"
"3719","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",575.5,0.0002981388,15,"f","df","VIS"
"3720","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",577.4,0.0003575442,15,"f","df","VIS"
"3721","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",579.2,0.000244047,15,"f","df","VIS"
"3722","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",581.1,0.0001696106,15,"f","df","VIS"
"3723","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",582.9,0.0006311993,15,"f","df","VIS"
"3724","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",584.8,0.0002975684,15,"f","df","VIS"
"3725","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",586.6,0.0003061068,15,"f","df","VIS"
"3726","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",588.4,0.000207785,15,"f","df","VIS"
"3727","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",590.3,0.0001206156,15,"f","df","VIS"
"3728","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",592.1,0.000444563,15,"f","df","VIS"
"3729","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",594,0.0002536891,15,"f","df","VIS"
"3730","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",595.8,0.0003045222,15,"f","df","VIS"
"3731","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",597.6,0.0002050511,15,"f","df","VIS"
"3732","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",599.5,0.0001441719,15,"f","df","VIS"
"3733","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",601.3,0.0005335705,15,"f","df","VIS"
"3734","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",603.1,0.0002534319,15,"f","df","VIS"
"3735","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",605,0.0002541296,15,"f","df","VIS"
"3736","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",606.8,0.0001753094,15,"f","df","VIS"
"3737","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",608.6,0.000122829,15,"f","df","VIS"
"3738","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",610.5,0.0003808436,15,"f","df","VIS"
"3739","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",612.3,0.000180424,15,"f","df","VIS"
"3740","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",614.1,0.0002594538,15,"f","df","VIS"
"3741","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",615.9,0.0002055604,15,"f","df","VIS"
"3742","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",617.8,0.0001924002,15,"f","df","VIS"
"3743","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",619.6,0.0001678627,15,"f","df","VIS"
"3744","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",621.4,0.0001582028,15,"f","df","VIS"
"3745","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",623.3,0.0002121791,15,"f","df","VIS"
"3746","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",625.1,0.0003069368,15,"f","df","VIS"
"3747","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",626.9,0.0002063238,15,"f","df","VIS"
"3748","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",628.7,0.0001377537,15,"f","df","VIS"
"3749","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",630.5,0.0001923891,15,"f","df","VIS"
"3750","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",632.4,0.0001339262,15,"f","df","VIS"
"3751","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",634.2,0.0002060793,15,"f","df","VIS"
"3752","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",636,0.000248062,15,"f","df","VIS"
"3753","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",637.8,0.0002512942,15,"f","df","VIS"
"3754","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",639.6,0.0001824618,15,"f","df","VIS"
"3755","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",641.5,0.0001486414,15,"f","df","VIS"
"3756","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",643.3,0.0002748612,15,"f","df","VIS"
"3757","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",645.1,0.0002583312,15,"f","df","VIS"
"3758","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",646.9,0.0002203614,15,"f","df","VIS"
"3759","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",648.7,0.0001795493,15,"f","df","VIS"
"3760","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",650.5,0.0001511773,15,"f","df","VIS"
"3761","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",652.3,0.0001290156,15,"f","df","VIS"
"3762","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",654.1,0.0002547122,15,"f","df","VIS"
"3763","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",656,0.0003195654,15,"f","df","VIS"
"3764","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",657.8,0.0002285192,15,"f","df","VIS"
"3765","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",659.6,0.0001188213,15,"f","df","VIS"
"3766","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",661.4,0.0001853797,15,"f","df","VIS"
"3767","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",663.2,0.0002505167,15,"f","df","VIS"
"3768","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",665,0.000251905,15,"f","df","VIS"
"3769","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",666.8,0.0002541458,15,"f","df","VIS"
"3770","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",668.6,0.0001919017,15,"f","df","VIS"
"3771","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",670.4,0.0002579314,15,"f","df","VIS"
"3772","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",672.2,0.0002597065,15,"f","df","VIS"
"3773","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",674,0.0001969279,15,"f","df","VIS"
"3774","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",675.8,0.0001985572,15,"f","df","VIS"
"3775","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",677.6,0.000201005,15,"f","df","VIS"
"3776","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",679.4,0.0002706543,15,"f","df","VIS"
"3777","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",681.2,0.0002052405,15,"f","df","VIS"
"3778","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",683,0.0002075837,15,"f","df","VIS"
"3779","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",684.8,0.0002800336,15,"f","df","VIS"
"3780","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",686.6,0.0002126453,15,"f","df","VIS"
"3781","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",688.4,0.0001430308,15,"f","df","VIS"
"3782","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",690.2,0.0001445713,15,"f","df","VIS"
"3783","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",692,0.0002923336,15,"f","df","VIS"
"3784","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",693.7,0.0002226345,15,"f","df","VIS"
"3785","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",695.5,0.0002996928,15,"f","df","VIS"
"3786","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",697.3,0.0003037436,15,"f","df","VIS"
"3787","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",699.1,0.0003824384,15,"f","df","VIS"
"3788","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",700.9,0.0003874768,15,"f","df","VIS"
"3789","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",702.7,0.0005491057,15,"f","df","VIS"
"3790","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",704.5,0.0004778211,15,"f","df","VIS"
"3791","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",706.2,0.0007248711,15,"f","df","VIS"
"3792","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",708,0.0008161267,15,"f","df","VIS"
"3793","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",709.8,0.0009896091,15,"f","df","VIS"
"3794","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",711.6,0.001169688,15,"f","df","VIS"
"3795","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",713.4,0.001434962,15,"f","df","VIS"
"3796","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",715.1,0.001886307,15,"f","df","VIS"
"3797","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",716.9,0.002856896,15,"f","df","VIS"
"3798","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",718.7,0.004201313,15,"f","df","VIS"
"3799","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",720.5,0.006263785,15,"f","df","VIS"
"3800","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",722.2,0.008721189,15,"f","df","VIS"
"3801","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",724,0.01094131,15,"f","df","VIS"
"3802","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",725.8,0.01314217,15,"f","df","VIS"
"3803","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",727.6,0.01680126,15,"f","df","VIS"
"3804","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",729.3,0.02106451,15,"f","df","VIS"
"3805","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",731.1,0.02884156,15,"f","df","VIS"
"3806","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",732.9,0.03116147,15,"f","df","VIS"
"3807","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",734.6,0.03290514,15,"f","df","VIS"
"3808","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",736.4,0.03461461,15,"f","df","VIS"
"3809","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",738.2,0.03822441,15,"f","df","VIS"
"3810","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",739.9,0.03882576,15,"f","df","VIS"
"3811","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",741.7,0.04096075,15,"f","df","VIS"
"3812","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",743.5,0.04139218,15,"f","df","VIS"
"3813","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",745.2,0.04166667,15,"f","df","VIS"
"3814","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",747,0.03952343,15,"f","df","VIS"
"3815","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",748.7,0.0420469,15,"f","df","VIS"
"3816","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",750.5,0.04459412,15,"f","df","VIS"
"3817","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",752.2,0.04867615,15,"f","df","VIS"
"3818","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",754,0.05518587,15,"f","df","VIS"
"3819","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",755.8,0.06351367,15,"f","df","VIS"
"3820","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",757.5,0.07013192,15,"f","df","VIS"
"3821","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",759.3,0.07591682,15,"f","df","VIS"
"3822","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",761,0.08352875,15,"f","df","VIS"
"3823","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",762.8,0.08258108,15,"f","df","VIS"
"3824","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",764.5,0.09516919,15,"f","df","VIS"
"3825","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",766.3,0.09360987,15,"f","df","VIS"
"3826","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",768,0.09059036,15,"f","df","VIS"
"3827","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",769.8,0.08719533,15,"f","df","VIS"
"3828","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",771.5,0.07534406,15,"f","df","VIS"
"3829","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",773.2,0.07384216,15,"f","df","VIS"
"3830","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",775,0.0676148,15,"f","df","VIS"
"3831","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",776.7,0.06239211,15,"f","df","VIS"
"3832","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",778.5,0.05689306,15,"f","df","VIS"
"3833","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",780.2,0.0524948,15,"f","df","VIS"
"3834","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",781.9,0.04495131,15,"f","df","VIS"
"3835","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",783.7,0.0385037,15,"f","df","VIS"
"3836","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",785.4,0.03484271,15,"f","df","VIS"
"3837","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",787.1,0.02455064,15,"f","df","VIS"
"3838","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",788.9,0.02021726,15,"f","df","VIS"
"3839","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",790.6,0.01774043,15,"f","df","VIS"
"3840","beech_pp_VIS_week2_15","week_2","19/07/2024","13:36:40",792.3,0.01600647,15,"f","df","VIS"
"3841","beech_pp_NIR_week3_1","week_3","25/07/2024","16:33:08",628.8,0.06618916,1,"control","df","NIR"
"3842","beech_pp_NIR_week3_1","week_3","25/07/2024","16:33:08",630.8,0.06628989,1,"control","df","NIR"
"3843","beech_pp_NIR_week3_1","week_3","25/07/2024","16:33:08",632.7,0.06662541,1,"control","df","NIR"
"3844","beech_pp_NIR_week3_1","week_3","25/07/2024","16:33:08",634.7,0.06678682,1,"control","df","NIR"
"3845","beech_pp_NIR_week3_1","week_3","25/07/2024","16:33:08",636.7,0.06649915,1,"control","df","NIR"
"3846","beech_pp_NIR_week3_1","week_3","25/07/2024","16:33:08",638.6,0.06614918,1,"control","df","NIR"
"3847","beech_pp_NIR_week3_1","week_3","25/07/2024","16:33:08",640.6,0.06562706,1,"control","df","NIR"
"3848","beech_pp_NIR_week3_1","week_3","25/07/2024","16:33:08",642.5,0.06488775,1,"control","df","NIR"
"3849","beech_pp_NIR_week3_1","week_3","25/07/2024","16:33:08",644.5,0.06396739,1,"control","df","NIR"
"3850","beech_pp_NIR_week3_1","week_3","25/07/2024","16:33:08",646.4,0.06320267,1,"control","df","NIR"
"3851","beech_pp_NIR_week3_1","week_3","25/07/2024","16:33:08",648.4,0.06225976,1,"control","df","NIR"
"3852","beech_pp_NIR_week3_1","week_3","25/07/2024","16:33:08",650.3,0.06136299,1,"control","df","NIR"
"3853","beech_pp_NIR_week3_1","week_3","25/07/2024","16:33:08",652.3,0.06045085,1,"control","df","NIR"
