"","ID","tree","device","sensor","week","rep","nm","refl"
"194","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",516,0.000263064016666668
"195","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",517,0.000258054484210526
"196","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",518,0.0002572568
"197","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",519,0.000234563378947368
"198","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",520,0.000213169844444444
"199","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",521,0.000203475288888889
"200","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",522,0.000268161968421043
"201","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",523,0.000506404863157888
"202","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",524,0.000596262052631581
"203","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",525,0.000463540684210527
"204","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",526,0.00036588361111111
"205","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",527,0.000303290833333331
"206","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",528,0.000305347615789474
"207","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",529,0.000335111352631578
"208","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",530,0.000567921910526306
"209","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",531,0.000851494173684204
"210","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",532,0.0006573485
"211","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",533,0.00042805132105263
"212","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",534,0.000360108531578945
"213","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",535,0.000308462833333334
"214","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",536,0.0003220055
"215","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",537,0.000456650594736836
"216","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",538,0.000772949331578945
"217","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",539,0.000811034936842104
"218","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",540,0.000570907410526311
"219","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",541,0.000416740233333333
"220","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",542,0.000319879955555559
"221","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",543,0.000311276531578947
"222","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",544,0.000324737321052631
"223","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",545,0.0006654627
"224","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",546,0.0009816839368421
"225","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",547,0.00075010330526315
"226","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",548,0.000541945377777773
"227","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",549,0.000427478266666667
"228","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",550,0.000358566905263158
"229","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",551,0.000357989168421053
"230","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",552,0.000536344383333338
"231","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",553,0.000893632550000014
"232","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",554,0.000804942126315786
"233","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",555,0.000525118021052642
"234","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",556,0.000422250968421055
"235","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",557,0.00036362317894737
"236","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",558,0.00035742845
"237","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",559,0.000386049000000007
"238","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",560,0.00067557400000001
"239","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",561,0.00085812718888888
"240","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",562,0.000612793133333333
"241","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",563,0.000423685268421055
"242","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",564,0.000318916689473685
"243","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",565,0.000273323288888889
"244","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",566,0.000286905066666667
"245","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",567,0.000483278847368424
"246","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",568,0.000757992057894727
"247","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",569,0.000637279677777783
"248","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",570,0.0004177109
"249","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",571,0.000322078373684209
"250","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",572,0.000235442288888889
"251","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",573,0.000229774177777778
"252","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",574,0.000308411366666656
"253","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",575,0.000583760922222219
"254","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",576,0.000628901410526315
"255","beech_pp_VIS_w4_1","beech","pp","VIS","w4","1",577,0.000443832831578944
