Transmitance	
Time	06/08/2024 16:02:18	06/08/2024 16:03:24	06/08/2024 16:04:16	06/08/2024 16:05:28	06/08/2024 16:05:51	06/08/2024 16:06:22	06/08/2024 16:08:07	06/08/2024 16:08:42	06/08/2024 16:09:05	06/08/2024 16:12:55	06/08/2024 16:13:25	06/08/2024 16:13:42	06/08/2024 16:14:00	06/08/2024 16:14:18	06/08/2024 16:14:31	
Name																
GPS	55° 51.7089' N  -3° 371.9495' W	55° 51.7079' N  -3° 371.9492' W	55° 51.7110' N  -3° 371.9524' W	55° 51.7074' N  -3° 371.9491' W	55° 51.7084' N  -3° 371.9507' W	55° 51.7087' N  -3° 371.9457' W	55° 51.7072' N  -3° 371.9463' W	55° 51.7115' N  -3° 371.9501' W	55° 51.7093' N  -3° 371.9479' W	55° 51.7098' N  -3° 371.9505' W	55° 51.7109' N  -3° 371.9529' W	55° 51.7109' N  -3° 371.9529' W	55° 51.7130' N  -3° 371.9547' W	55° 51.7134' N  -3° 371.9552' W	55° 51.7134' N  -3° 371.9552' W	
[nm]	
793	5.422098E-001	5.357311E-001	5.640019E-001	5.166483E-001	5.240694E-001	5.495131E-001	5.347495E-001	5.256008E-001	5.225381E-001	5.372232E-001	5.510052E-001	5.324329E-001	5.418957E-001	5.316083E-001	5.176300E-001
794.8	5.418228E-001	5.355634E-001	5.637908E-001	5.165457E-001	5.238817E-001	5.491189E-001	5.344869E-001	5.252771E-001	5.222072E-001	5.373176E-001	5.507535E-001	5.322941E-001	5.416235E-001	5.312973E-001	5.174229E-001
796.6	5.414881E-001	5.350182E-001	5.632026E-001	5.160938E-001	5.235746E-001	5.489689E-001	5.341690E-001	5.248686E-001	5.219976E-001	5.369187E-001	5.505863E-001	5.321876E-001	5.414072E-001	5.310958E-001	5.173474E-001
798.4	5.411557E-001	5.350859E-001	5.635074E-001	5.160153E-001	5.233564E-001	5.488660E-001	5.340606E-001	5.247919E-001	5.221261E-001	5.368084E-001	5.506705E-001	5.322561E-001	5.415248E-001	5.312308E-001	5.172046E-001
800.2	5.409420E-001	5.348673E-001	5.635350E-001	5.157277E-001	5.230923E-001	5.488059E-001	5.337855E-001	5.248398E-001	5.217192E-001	5.369477E-001	5.508862E-001	5.319963E-001	5.413165E-001	5.307897E-001	5.174752E-001
802	5.405804E-001	5.344733E-001	5.632397E-001	5.155204E-001	5.227646E-001	5.485827E-001	5.334204E-001	5.246178E-001	5.216695E-001	5.365792E-001	5.507307E-001	5.316514E-001	5.411700E-001	5.306406E-001	5.172472E-001
803.8	5.405901E-001	5.346636E-001	5.632302E-001	5.153066E-001	5.226827E-001	5.482647E-001	5.330860E-001	5.247719E-001	5.215315E-001	5.363264E-001	5.504818E-001	5.316364E-001	5.414002E-001	5.304852E-001	5.172252E-001
805.6	5.404287E-001	5.341326E-001	5.626806E-001	5.151149E-001	5.226185E-001	5.482772E-001	5.331407E-001	5.245591E-001	5.214973E-001	5.360731E-001	5.503903E-001	5.313295E-001	5.411186E-001	5.305964E-001	5.169261E-001
807.4	5.400445E-001	5.341152E-001	5.623665E-001	5.148450E-001	5.223438E-001	5.480228E-001	5.327637E-001	5.242185E-001	5.208179E-001	5.359899E-001	5.501591E-001	5.309762E-001	5.408728E-001	5.302350E-001	5.171557E-001
809.2	5.397630E-001	5.339032E-001	5.619245E-001	5.146055E-001	5.218311E-001	5.476935E-001	5.326695E-001	5.240340E-001	5.210380E-001	5.357096E-001	5.500286E-001	5.306428E-001	5.408204E-001	5.299379E-001	5.167203E-001
810.9	5.395229E-001	5.335143E-001	5.617322E-001	5.141980E-001	5.218978E-001	5.474453E-001	5.324461E-001	5.237226E-001	5.207851E-001	5.356952E-001	5.500267E-001	5.307994E-001	5.406356E-001	5.298647E-001	5.166459E-001
812.7	5.388727E-001	5.332136E-001	5.615989E-001	5.137211E-001	5.210869E-001	5.473613E-001	5.319560E-001	5.233775E-001	5.205030E-001	5.352347E-001	5.497417E-001	5.304738E-001	5.400404E-001	5.295307E-001	5.164608E-001
814.5	5.385730E-001	5.328685E-001	5.612550E-001	5.135368E-001	5.209163E-001	5.468127E-001	5.319178E-001	5.230895E-001	5.199203E-001	5.352680E-001	5.493933E-001	5.301521E-001	5.397501E-001	5.291561E-001	5.163437E-001
816.3	5.383667E-001	5.329314E-001	5.612497E-001	5.131543E-001	5.207363E-001	5.467708E-001	5.315612E-001	5.232027E-001	5.197314E-001	5.350324E-001	5.491916E-001	5.303279E-001	5.397826E-001	5.288664E-001	5.162145E-001
818.1	5.379555E-001	5.324807E-001	5.608208E-001	5.131119E-001	5.206110E-001	5.464667E-001	5.311925E-001	5.228653E-001	5.198289E-001	5.344130E-001	5.490891E-001	5.298123E-001	5.395197E-001	5.288922E-001	5.159643E-001
819.8	5.375278E-001	5.321071E-001	5.602761E-001	5.127409E-001	5.199222E-001	5.462843E-001	5.307635E-001	5.225167E-001	5.193199E-001	5.341920E-001	5.487398E-001	5.291420E-001	5.392420E-001	5.288176E-001	5.157987E-001
821.6	5.372668E-001	5.317164E-001	5.598414E-001	5.125000E-001	5.199627E-001	5.460354E-001	5.306903E-001	5.224347E-001	5.192631E-001	5.342351E-001	5.486940E-001	5.292910E-001	5.388526E-001	5.283582E-001	5.155784E-001
823.4	5.369849E-001	5.313996E-001	5.599362E-001	5.120623E-001	5.194311E-001	5.455740E-001	5.301793E-001	5.219656E-001	5.189618E-001	5.338872E-001	5.486717E-001	5.287712E-001	5.384868E-001	5.283958E-001	5.155825E-001
825.1	5.366856E-001	5.311143E-001	5.596789E-001	5.118508E-001	5.191218E-001	5.455146E-001	5.297923E-001	5.216714E-001	5.188857E-001	5.338527E-001	5.483475E-001	5.286119E-001	5.388102E-001	5.276676E-001	5.154391E-001
826.9	5.365159E-001	5.310587E-001	5.592939E-001	5.116974E-001	5.188630E-001	5.451526E-001	5.297774E-001	5.218052E-001	5.188155E-001	5.338110E-001	5.480947E-001	5.285911E-001	5.386039E-001	5.276420E-001	5.152565E-001
828.7	5.364213E-001	5.309832E-001	5.594619E-001	5.116634E-001	5.189143E-001	5.450079E-001	5.297906E-001	5.216811E-001	5.185327E-001	5.334637E-001	5.481086E-001	5.285026E-001	5.382817E-001	5.276916E-001	5.152888E-001
830.4	5.363785E-001	5.307707E-001	5.591449E-001	5.113593E-001	5.188363E-001	5.450058E-001	5.293808E-001	5.213765E-001	5.185008E-001	5.332151E-001	5.480732E-001	5.282304E-001	5.381998E-001	5.274636E-001	5.151457E-001
832.2	5.356851E-001	5.301025E-001	5.588334E-001	5.109967E-001	5.184080E-001	5.445883E-001	5.290919E-001	5.213918E-001	5.180711E-001	5.331344E-001	5.477646E-001	5.277925E-001	5.377545E-001	5.273594E-001	5.149430E-001
833.9	5.360147E-001	5.302137E-001	5.589287E-001	5.108769E-001	5.183216E-001	5.446195E-001	5.293919E-001	5.212221E-001	5.181282E-001	5.332592E-001	5.481485E-001	5.280866E-001	5.380934E-001	5.272165E-001	5.148893E-001
835.7	5.356779E-001	5.302450E-001	5.589619E-001	5.111327E-001	5.183119E-001	5.446520E-001	5.288867E-001	5.212224E-001	5.178753E-001	5.330585E-001	5.478050E-001	5.280136E-001	5.377153E-001	5.272374E-001	5.150133E-001
837.4	5.357247E-001	5.300788E-001	5.586489E-001	5.110971E-001	5.181057E-001	5.447289E-001	5.288621E-001	5.212207E-001	5.179110E-001	5.332425E-001	5.476978E-001	5.276453E-001	5.375256E-001	5.272072E-001	5.150394E-001
839.2	5.350710E-001	5.298970E-001	5.586958E-001	5.107629E-001	5.181335E-001	5.444916E-001	5.285303E-001	5.212574E-001	5.176453E-001	5.329721E-001	5.475667E-001	5.274076E-001	5.379509E-001	5.273588E-001	5.148631E-001
840.9	5.354975E-001	5.298668E-001	5.585586E-001	5.107716E-001	5.177732E-001	5.442127E-001	5.284959E-001	5.209068E-001	5.177732E-001	5.326087E-001	5.473463E-001	5.277125E-001	5.377497E-001	5.272229E-001	5.147865E-001
842.7	5.352106E-001	5.297066E-001	5.582584E-001	5.105902E-001	5.177650E-001	5.441545E-001	5.285763E-001	5.209101E-001	5.177159E-001	5.328517E-001	5.475453E-001	5.273969E-001	5.378151E-001	5.270529E-001	5.148656E-001
844.4	5.352869E-001	5.297710E-001	5.586309E-001	5.106624E-001	5.178035E-001	5.440532E-001	5.281950E-001	5.209554E-001	5.176065E-001	5.327752E-001	5.475991E-001	5.273085E-001	5.377493E-001	5.273085E-001	5.149963E-001
846.1	5.349825E-001	5.296006E-001	5.583370E-001	5.104429E-001	5.175530E-001	5.439688E-001	5.282674E-001	5.207624E-001	5.174542E-001	5.329087E-001	5.476719E-001	5.271812E-001	5.374512E-001	5.271812E-001	5.148373E-001
847.9	5.352545E-001	5.299069E-001	5.584769E-001	5.106952E-001	5.175282E-001	5.442662E-001	5.282234E-001	5.210438E-001	5.175777E-001	5.329273E-001	5.475342E-001	5.274312E-001	5.376807E-001	5.268865E-001	5.148544E-001
849.6	5.352302E-001	5.299171E-001	5.589155E-001	5.107503E-001	5.178509E-001	5.443667E-001	5.283281E-001	5.211282E-001	5.177516E-001	5.330950E-001	5.479418E-001	5.274343E-001	5.376136E-001	5.272357E-001	5.150703E-001
851.3	5.351524E-001	5.297252E-001	5.587034E-001	5.108046E-001	5.178749E-001	5.442143E-001	5.287791E-001	5.209122E-001	5.174766E-001	5.331109E-001	5.477992E-001	5.274348E-001	5.377415E-001	5.271858E-001	5.150866E-001
853.1	5.353041E-001	5.299611E-001	5.584740E-001	5.108359E-001	5.175771E-001	5.443923E-001	5.284630E-001	5.211725E-001	5.174773E-001	5.330570E-001	5.476880E-001	5.271647E-001	5.376511E-001	5.270648E-001	5.151803E-001
854.8	5.349221E-001	5.296150E-001	5.583037E-001	5.105392E-001	5.172483E-001	5.437841E-001	5.278626E-001	5.208532E-001	5.173985E-001	5.329695E-001	5.474390E-001	5.269113E-001	5.373254E-001	5.269113E-001	5.148450E-001
856.5	5.349666E-001	5.296953E-001	5.583614E-001	5.103670E-001	5.172950E-001	5.439530E-001	5.278879E-001	5.207089E-001	5.171946E-001	5.327577E-001	5.473166E-001	5.269341E-001	5.371756E-001	5.266831E-001	5.148351E-001
858.3	5.349036E-001	5.295687E-001	5.582063E-001	5.100911E-001	5.171876E-001	5.439630E-001	5.276058E-001	5.207610E-001	5.171372E-001	5.328401E-001	5.473350E-001	5.266999E-001	5.373194E-001	5.265992E-001	5.146208E-001
860	5.347969E-001	5.291951E-001	5.580621E-001	5.102195E-001	5.172344E-001	5.436286E-001	5.275296E-001	5.205652E-001	5.170326E-001	5.327277E-001	5.476154E-001	5.265708E-001	5.371183E-001	5.268736E-001	5.149129E-001
861.7	5.347377E-001	5.292688E-001	5.580312E-001	5.103808E-001	5.172676E-001	5.435487E-001	5.274965E-001	5.205590E-001	5.171663E-001	5.324083E-001	5.473972E-001	5.264331E-001	5.370670E-001	5.266356E-001	5.147357E-001
863.4	5.344136E-001	5.291817E-001	5.580840E-001	5.100320E-001	5.171941E-001	5.436075E-001	5.273023E-001	5.207497E-001	5.170925E-001	5.325342E-001	5.472139E-001	5.265912E-001	5.371565E-001	5.265912E-001	5.145020E-001
865.1	5.341523E-001	5.292079E-001	5.581609E-001	5.097360E-001	5.169742E-001	5.434295E-001	5.272199E-001	5.203385E-001	5.168723E-001	5.322663E-001	5.472015E-001	5.263024E-001	5.368539E-001	5.264043E-001	5.145275E-001
866.8	5.345790E-001	5.294088E-001	5.578193E-001	5.099053E-001	5.163553E-001	5.431789E-001	5.272588E-001	5.204505E-001	5.170207E-001	5.323266E-001	5.470182E-001	5.264909E-001	5.367801E-001	5.264397E-001	5.144612E-001
868.5	5.340693E-001	5.288832E-001	5.573813E-001	5.095764E-001	5.163543E-001	5.432606E-001	5.271374E-001	5.205135E-001	5.168164E-001	5.320668E-001	5.465982E-001	5.259564E-001	5.365340E-001	5.262644E-001	5.141463E-001
870.2	5.339035E-001	5.284934E-001	5.575536E-001	5.092230E-001	5.163335E-001	5.428689E-001	5.267415E-001	5.198887E-001	5.162304E-001	5.320486E-001	5.469394E-001	5.258141E-001	5.362737E-001	5.258141E-001	5.140148E-001
871.9	5.334334E-001	5.283097E-001	5.569299E-001	5.089018E-001	5.159921E-001	5.426457E-001	5.266018E-001	5.197185E-001	5.161992E-001	5.316220E-001	5.462685E-001	5.255150E-001	5.359694E-001	5.254632E-001	5.135597E-001
873.6	5.332501E-001	5.283107E-001	5.573234E-001	5.091249E-001	5.158842E-001	5.426091E-001	5.262830E-001	5.198877E-001	5.158842E-001	5.315863E-001	5.461966E-001	5.253991E-001	5.359018E-001	5.250871E-001	5.138564E-001
875.3	5.334134E-001	5.283453E-001	5.572391E-001	5.091175E-001	5.160144E-001	5.425048E-001	5.261508E-001	5.196719E-001	5.160667E-001	5.313235E-001	5.460578E-001	5.252103E-001	5.358692E-001	5.253148E-001	5.138199E-001
877	5.333193E-001	5.279148E-001	5.568790E-001	5.085528E-001	5.156889E-001	5.418197E-001	5.256060E-001	5.194144E-001	5.155840E-001	5.310106E-001	5.457026E-001	5.250289E-001	5.353133E-001	5.249239E-001	5.133277E-001
878.7	5.327433E-001	5.275275E-001	5.561878E-001	5.081924E-001	5.150940E-001	5.417523E-001	5.252094E-001	5.188346E-001	5.154628E-001	5.306359E-001	5.454402E-001	5.246299E-001	5.350087E-001	5.249460E-001	5.132501E-001
880.4	5.328634E-001	5.275098E-001	5.563447E-001	5.086399E-001	5.153186E-001	5.419273E-001	5.252306E-001	5.192940E-001	5.153716E-001	5.306371E-001	5.455846E-001	5.243295E-001	5.353016E-001	5.246475E-001	5.133574E-001
882.1	5.323645E-001	5.274673E-001	5.560524E-001	5.080911E-001	5.148515E-001	5.414138E-001	5.248057E-001	5.187906E-001	5.149047E-001	5.307144E-001	5.449803E-001	5.243799E-001	5.349196E-001	5.243799E-001	5.129352E-001
883.8	5.322952E-001	5.273185E-001	5.561085E-001	5.080002E-001	5.147964E-001	5.410713E-001	5.249639E-001	5.188099E-001	5.148499E-001	5.305828E-001	5.450313E-001	5.242682E-001	5.347033E-001	5.240542E-001	5.130840E-001
885.5	5.320099E-001	5.265763E-001	5.559501E-001	5.078545E-001	5.146869E-001	5.411556E-001	5.248009E-001	5.186142E-001	5.146869E-001	5.302346E-001	5.447063E-001	5.237788E-001	5.344308E-001	5.241554E-001	5.129654E-001
887.2	5.320610E-001	5.268707E-001	5.560662E-001	5.073529E-001	5.147059E-001	5.414144E-001	5.243296E-001	5.182742E-001	5.147059E-001	5.302228E-001	5.445502E-001	5.237889E-001	5.342777E-001	5.240593E-001	5.126514E-001
888.8	5.317322E-001	5.266246E-001	5.555314E-001	5.074440E-001	5.140730E-001	5.408063E-001	5.243969E-001	5.179309E-001	5.142904E-001	5.299935E-001	5.441752E-001	5.234732E-001	5.342317E-001	5.237448E-001	5.123886E-001
890.5	5.319766E-001	5.266699E-001	5.557744E-001	5.075223E-001	5.140325E-001	5.408392E-001	5.240987E-001	5.182450E-001	5.144154E-001	5.300618E-001	5.444499E-001	5.236610E-001	5.341102E-001	5.239346E-001	5.125007E-001
892.2	5.315662E-001	5.263968E-001	5.553234E-001	5.073691E-001	5.140783E-001	5.406951E-001	5.239771E-001	5.179278E-001	5.138033E-001	5.295315E-001	5.441047E-001	5.233722E-001	5.339309E-001	5.235372E-001	5.125935E-001
893.9	5.317865E-001	5.262488E-001	5.555432E-001	5.071990E-001	5.141765E-001	5.404807E-001	5.237014E-001	5.177207E-001	5.140104E-001	5.294052E-001	5.442463E-001	5.229815E-001	5.340016E-001	5.235353E-001	5.123491E-001
895.5	5.317536E-001	5.264566E-001	5.555618E-001	5.073878E-001	5.140786E-001	5.409534E-001	5.240591E-001	5.178701E-001	5.144132E-001	5.295233E-001	5.444661E-001	5.234458E-001	5.336493E-001	5.236688E-001	5.122386E-001
897.2	5.309307E-001	5.260469E-001	5.550690E-001	5.068485E-001	5.137532E-001	5.405861E-001	5.236331E-001	5.179634E-001	5.138094E-001	5.294151E-001	5.442349E-001	5.230717E-001	5.336814E-001	5.235770E-001	5.122937E-001
898.9	5.310875E-001	5.260570E-001	5.550531E-001	5.069523E-001	5.135089E-001	5.403572E-001	5.234569E-001	5.175220E-001	5.137915E-001	5.292222E-001	5.441442E-001	5.228917E-001	5.336310E-001	5.231178E-001	5.119828E-001
900.5	5.307784E-001	5.256534E-001	5.551506E-001	5.066340E-001	5.134673E-001	5.401742E-001	5.236034E-001	5.174534E-001	5.136382E-001	5.294687E-001	5.437048E-001	5.233187E-001	5.336256E-001	5.233757E-001	5.121576E-001
902.2	5.308861E-001	5.257241E-001	5.550330E-001	5.065099E-001	5.131632E-001	5.400057E-001	5.231431E-001	5.174649E-001	5.134500E-001	5.290508E-001	5.435618E-001	5.227416E-001	5.336966E-001	5.234299E-001	5.121308E-001
903.9	5.304448E-001	5.255921E-001	5.547083E-001	5.063547E-001	5.131138E-001	5.395147E-001	5.230503E-001	5.172155E-001	5.132871E-001	5.290006E-001	5.435009E-001	5.227614E-001	5.334489E-001	5.231658E-001	5.118429E-001
905.5	5.308167E-001	5.257486E-001	5.546429E-001	5.065828E-001	5.132238E-001	5.399627E-001	5.233601E-001	5.174182E-001	5.135733E-001	5.295934E-001	5.438658E-001	5.229523E-001	5.333217E-001	5.231271E-001	5.120587E-001
907.2	5.307859E-001	5.250924E-001	5.544403E-001	5.065446E-001	5.131185E-001	5.394729E-001	5.227446E-001	5.170511E-001	5.134707E-001	5.289077E-001	5.434055E-001	5.223337E-001	5.331338E-001	5.229207E-001	5.116511E-001
908.8	5.302224E-001	5.251952E-001	5.541164E-001	5.060918E-001	5.130116E-001	5.398036E-001	5.225337E-001	5.170925E-001	5.132482E-001	5.289212E-001	5.432340E-001	5.226520E-001	5.330613E-001	5.224746E-001	5.113556E-001
910.5	5.299940E-001	5.244484E-001	5.537865E-001	5.059034E-001	5.125224E-001	5.392367E-001	5.224806E-001	5.166965E-001	5.130590E-001	5.285033E-001	5.431127E-001	5.223614E-001	5.329756E-001	5.223614E-001	5.114490E-001
912.1	5.297762E-001	5.246030E-001	5.538378E-001	5.056545E-001	5.129331E-001	5.394009E-001	5.225577E-001	5.167228E-001	5.128128E-001	5.284528E-001	5.433710E-001	5.224374E-001	5.327839E-001	5.226179E-001	5.113090E-001
913.7	5.297117E-001	5.247951E-001	5.538695E-001	5.059181E-001	5.126555E-001	5.392413E-001	5.221851E-001	5.166009E-001	5.128376E-001	5.286191E-001	5.433687E-001	5.223065E-001	5.330501E-001	5.227921E-001	5.117451E-001
915.4	5.295054E-001	5.237512E-001	5.531342E-001	5.055093E-001	5.121817E-001	5.388712E-001	5.221596E-001	5.163443E-001	5.122429E-001	5.279750E-001	5.427277E-001	5.220372E-001	5.325049E-001	5.220372E-001	5.110186E-001
917	5.286994E-001	5.235094E-001	5.527958E-001	5.049120E-001	5.117702E-001	5.382144E-001	5.214087E-001	5.155391E-001	5.118937E-001	5.275873E-001	5.422922E-001	5.214705E-001	5.320976E-001	5.217794E-001	5.107198E-001
918.6	5.285857E-001	5.235926E-001	5.529272E-001	5.047435E-001	5.120459E-001	5.382599E-001	5.211584E-001	5.157908E-001	5.117963E-001	5.273998E-001	5.421296E-001	5.213456E-001	5.317688E-001	5.214705E-001	5.103608E-001
920.3	5.280509E-001	5.228190E-001	5.520676E-001	5.040343E-001	5.113464E-001	5.377584E-001	5.206757E-001	5.151286E-001	5.114095E-001	5.270424E-001	5.415406E-001	5.207388E-001	5.313288E-001	5.211170E-001	5.099597E-001
921.9	5.273179E-001	5.223510E-001	5.517066E-001	5.037570E-001	5.105069E-001	5.373153E-001	5.201223E-001	5.146460E-001	5.111437E-001	5.266174E-001	5.413907E-001	5.201859E-001	5.307565E-001	5.208864E-001	5.094880E-001
923.5	5.266645E-001	5.217112E-001	5.506594E-001	5.027983E-001	5.098102E-001	5.362496E-001	5.194596E-001	5.136057E-001	5.102605E-001	5.256996E-001	5.404310E-001	5.195240E-001	5.303313E-001	5.200386E-001	5.089739E-001
925.2	5.259837E-001	5.209106E-001	5.503089E-001	5.024390E-001	5.094634E-001	5.361301E-001	5.190244E-001	5.134309E-001	5.098537E-001	5.252683E-001	5.399675E-001	5.193496E-001	5.297561E-001	5.195447E-001	5.088780E-001
926.8	5.256022E-001	5.206661E-001	5.493616E-001	5.019745E-001	5.088193E-001	5.354087E-001	5.182967E-001	5.129656E-001	5.097407E-001	5.249441E-001	5.398842E-001	5.191523E-001	5.293537E-001	5.192181E-001	5.084244E-001
928.4	5.251132E-001	5.198508E-001	5.487610E-001	5.016653E-001	5.081268E-001	5.345723E-001	5.175193E-001	5.121902E-001	5.089262E-001	5.239808E-001	5.391021E-001	5.181855E-001	5.282441E-001	5.185851E-001	5.079936E-001
930	5.244939E-001	5.197031E-001	5.483806E-001	5.010121E-001	5.076923E-001	5.340081E-001	5.173414E-001	5.118084E-001	5.083671E-001	5.237517E-001	5.385290E-001	5.180162E-001	5.282051E-001	5.182861E-001	5.072200E-001
931.6	5.239365E-001	5.187389E-001	5.480782E-001	5.006839E-001	5.073177E-001	5.333060E-001	5.162768E-001	5.111476E-001	5.080016E-001	5.229107E-001	5.379565E-001	5.170291E-001	5.274244E-001	5.181234E-001	5.067022E-001
933.2	5.233664E-001	5.178807E-001	5.467676E-001	5.003125E-001	5.068398E-001	5.328102E-001	5.162836E-001	5.107284E-001	5.072564E-001	5.225332E-001	5.375321E-001	5.168391E-001	5.269079E-001	5.172557E-001	5.062148E-001
934.8	5.224901E-001	5.174140E-001	5.458263E-001	4.992245E-001	5.059927E-001	5.317964E-001	5.152989E-001	5.097998E-001	5.067682E-001	5.218556E-001	5.367315E-001	5.161450E-001	5.262972E-001	5.165680E-001	5.058517E-001
936.5	5.212499E-001	5.165197E-001	5.453308E-001	4.983874E-001	5.051960E-001	5.311403E-001	5.146563E-001	5.088511E-001	5.058410E-001	5.209632E-001	5.358704E-001	5.155164E-001	5.258367E-001	5.161614E-001	5.049810E-001
938.1	5.206859E-001	5.160161E-001	5.440350E-001	4.975556E-001	5.042685E-001	5.299526E-001	5.137541E-001	5.079898E-001	5.049982E-001	5.198103E-001	5.352791E-001	5.147756E-001	5.249179E-001	5.153594E-001	5.039037E-001
939.7	5.191979E-001	5.149647E-001	5.431118E-001	4.969922E-001	5.038990E-001	5.290011E-001	5.127367E-001	5.068697E-001	5.039733E-001	5.194207E-001	5.344226E-001	5.140735E-001	5.237282E-001	5.144449E-001	5.033791E-001
941.3	5.188209E-001	5.138322E-001	5.421013E-001	4.962963E-001	5.027211E-001	5.279667E-001	5.121693E-001	5.061980E-001	5.032502E-001	5.183673E-001	5.333333E-001	5.132275E-001	5.231293E-001	5.134543E-001	5.024943E-001
942.8	5.178242E-001	5.130608E-001	5.416411E-001	4.950830E-001	5.016134E-001	5.272741E-001	5.112938E-001	5.053780E-001	5.025353E-001	5.175937E-001	5.327289E-001	5.123694E-001	5.220498E-001	5.127535E-001	5.019207E-001
944.4	5.174678E-001	5.124658E-001	5.406018E-001	4.948027E-001	5.016022E-001	5.266901E-001	5.104338E-001	5.047284E-001	5.023056E-001	5.172333E-001	5.323955E-001	5.120750E-001	5.222352E-001	5.121532E-001	5.015240E-001
946	5.162237E-001	5.118604E-001	5.395478E-001	4.937723E-001	5.007537E-001	5.260611E-001	5.097184E-001	5.036890E-001	5.013090E-001	5.163031E-001	5.311384E-001	5.109877E-001	5.211424E-001	5.117017E-001	5.009123E-001
947.6	5.153834E-001	5.110341E-001	5.386598E-001	4.931540E-001	4.997584E-001	5.245651E-001	5.091012E-001	5.027384E-001	5.003222E-001	5.150612E-001	5.299613E-001	5.103898E-001	5.201353E-001	5.107120E-001	5.000000E-001
949.2	5.142227E-001	5.102992E-001	5.375184E-001	4.924800E-001	4.989374E-001	5.237044E-001	5.082557E-001	5.015530E-001	4.997548E-001	5.145496E-001	5.289358E-001	5.092366E-001	5.187183E-001	5.104626E-001	4.986104E-001
950.8	5.137897E-001	5.097192E-001	5.368001E-001	4.912776E-001	4.985047E-001	5.232597E-001	5.075594E-001	5.014122E-001	4.989201E-001	5.136235E-001	5.282439E-001	5.087224E-001	5.183585E-001	5.096362E-001	4.984217E-001
952.4	5.130846E-001	5.086105E-001	5.357083E-001	4.906297E-001	4.975519E-001	5.224548E-001	5.067533E-001	5.001688E-001	4.984805E-001	5.126625E-001	5.276887E-001	5.085261E-001	5.173054E-001	5.091170E-001	4.972987E-001
953.9	5.120069E-001	5.078902E-001	5.346484E-001	4.896226E-001	4.968268E-001	5.213551E-001	5.061750E-001	4.984563E-001	4.976844E-001	5.118353E-001	5.270154E-001	5.069468E-001	5.165523E-001	5.081475E-001	4.963979E-001
955.5	5.111266E-001	5.068505E-001	5.339035E-001	4.893097E-001	4.962911E-001	5.207261E-001	5.057160E-001	4.978619E-001	4.968147E-001	5.111266E-001	5.262239E-001	5.069378E-001	5.159263E-001	5.071996E-001	4.956803E-001
957.1	5.100772E-001	5.060819E-001	5.326290E-001	4.883246E-001	4.954275E-001	5.193998E-001	5.048389E-001	4.973808E-001	4.955163E-001	5.099885E-001	5.253485E-001	5.059931E-001	5.148717E-001	5.068809E-001	4.953387E-001
958.7	5.087196E-001	5.053763E-001	5.314900E-001	4.875757E-001	4.944429E-001	5.182976E-001	5.034788E-001	4.959790E-001	4.947140E-001	5.092618E-001	5.241710E-001	5.054667E-001	5.139604E-001	5.060089E-001	4.941719E-001
960.2	5.079657E-001	5.046505E-001	5.303435E-001	4.863247E-001	4.938760E-001	5.177272E-001	5.029929E-001	4.952574E-001	4.946128E-001	5.081499E-001	5.235289E-001	5.047426E-001	5.130307E-001	5.050189E-001	4.932314E-001
961.8	5.069418E-001	5.038462E-001	5.297373E-001	4.857411E-001	4.924953E-001	5.164165E-001	5.015947E-001	4.938086E-001	4.932458E-001	5.069418E-001	5.227017E-001	5.038462E-001	5.115385E-001	5.048780E-001	4.923077E-001
963.3	5.065034E-001	5.026779E-001	5.285004E-001	4.849847E-001	4.927314E-001	5.161630E-001	5.014346E-001	4.935922E-001	4.927314E-001	5.063122E-001	5.218057E-001	5.028692E-001	5.110941E-001	5.037299E-001	4.920620E-001
964.9	5.055577E-001	5.019501E-001	5.278861E-001	4.842044E-001	4.915172E-001	5.153081E-001	5.005850E-001	4.926872E-001	4.919072E-001	5.057527E-001	5.208658E-001	5.024376E-001	5.111154E-001	5.033151E-001	4.913222E-001
966.4	5.045771E-001	5.016915E-001	5.266667E-001	4.833831E-001	4.905473E-001	5.135323E-001	4.999005E-001	4.917413E-001	4.914428E-001	5.047761E-001	5.205970E-001	5.016915E-001	5.100498E-001	5.026866E-001	4.898507E-001
968	5.042153E-001	5.004571E-001	5.262570E-001	4.829863E-001	4.906044E-001	5.138649E-001	4.992382E-001	4.910107E-001	4.907059E-001	5.047232E-001	5.198578E-001	5.010665E-001	5.093956E-001	5.020823E-001	4.902996E-001
969.5	5.031107E-001	5.004148E-001	5.257155E-001	4.820614E-001	4.895272E-001	5.125467E-001	4.982372E-001	4.901493E-001	4.904604E-001	5.038366E-001	5.193903E-001	5.006221E-001	5.086064E-001	5.013480E-001	4.894235E-001
971.1	5.024891E-001	4.993115E-001	5.243089E-001	4.813049E-001	4.888253E-001	5.120220E-001	4.978286E-001	4.894609E-001	4.894609E-001	5.030187E-001	5.186951E-001	4.995234E-001	5.078911E-001	5.004766E-001	4.885076E-001
972.6	5.015677E-001	4.983241E-001	5.239485E-001	4.804844E-001	4.877284E-001	5.106498E-001	4.968105E-001	4.885934E-001	4.887015E-001	5.021083E-001	5.170289E-001	4.991891E-001	5.069737E-001	4.999459E-001	4.879446E-001
